city, marital-status, age, gender, year, population
GC, Separated, 35-39, M, 2006, 59
GC, Separated, 40-44, F, 2006, 167
GC, Separated, 40-44, M, 2006, 97
GC, Separated, 45-49, F, 2006, 186
GC, Separated, 45-49, M, 2006, 105
GC, Separated, 5-9, F, 2006, 0
GC, Separated, 5-9, M, 2006, 0
GC, Separated, 50-54, F, 2006, 155
GC, Separated, 50-54, M, 2006, 116
GC, Separated, 55-59, F, 2006, 117
GC, Separated, 55-59, M, 2006, 73
GC, Separated, 60-64, F, 2006, 70
GC, Separated, 60-64, M, 2006, 57
GC, Separated, 65-69, F, 2006, 39
GC, Separated, 65-69, M, 2006, 33
GC, Separated, 70-74, F, 2006, 27
GC, Separated, 70-74, M, 2006, 23
GC, Separated, 75-79, F, 2006, 10
GC, Separated, 75-79, M, 2006, 7
GC, Separated, 80-84, F, 2006, 2
GC, Separated, 80-84, M, 2006, 2
GC, Separated, 85-and-more, F, 2006, 2
GC, Separated, 85-and-more, M, 2006, 2
GC, Single, 0-4, F, 2006, 2130
GC, Single, 0-4, M, 2006, 2148
GC, Single, 10-14, F, 2006, 1635
GC, Single, 10-14, M, 2006, 1695
GC, Single, 15-19, F, 2006, 2961
GC, Single, 15-19, M, 2006, 2608
GC, Single, 20-24, F, 2006, 5863
GC, Single, 20-24, M, 2006, 5211
GC, Single, 25-29, F, 2006, 4115
GC, Single, 25-29, M, 2006, 4385
GC, Single, 30-34, F, 2006, 2177
GC, Single, 30-34, M, 2006, 2238
GC, Single, 35-39, F, 2006, 1063
GC, Single, 35-39, M, 2006, 1044
GC, Single, 40-44, F, 2006, 634
GC, Single, 40-44, M, 2006, 546
GC, Single, 45-49, F, 2006, 467
GC, Single, 45-49, M, 2006, 379
GC, Single, 5-9, F, 2006, 1725
GC, Single, 5-9, M, 2006, 1817
GC, Single, 50-54, F, 2006, 347
GC, Single, 50-54, M, 2006, 291
GC, Single, 55-59, F, 2006, 264
GC, Single, 55-59, M, 2006, 230
GC, Single, 60-64, F, 2006, 178
GC, Single, 60-64, M, 2006, 177
GC, Single, 65-69, F, 2006, 153
GC, Single, 65-69, M, 2006, 149
GC, Single, 70-74, F, 2006, 155
GC, Single, 70-74, M, 2006, 113
GC, Single, 75-79, F, 2006, 134
GC, Single, 75-79, M, 2006, 92
GC, Single, 80-84, F, 2006, 119
GC, Single, 80-84, M, 2006, 55
GC, Single, 85-and-more, F, 2006, 84
GC, Single, 85-and-more, M, 2006, 38
GC, Widowed, 0-4, F, 2006, 0
GC, Widowed, 0-4, M, 2006, 0
GC, Widowed, 10-14, F, 2006, 0
GC, Widowed, 10-14, M, 2006, 0
GC, Widowed, 15-19, F, 2006, 1
GC, Widowed, 15-19, M, 2006, 2
GC, Widowed, 20-24, F, 2006, 5
GC, Widowed, 20-24, M, 2006, 9
GC, Widowed, 25-29, F, 2006, 12
GC, Widowed, 25-29, M, 2006, 11
GC, Widowed, 30-34, F, 2006, 11
GC, Widowed, 30-34, M, 2006, 10
GC, Widowed, 35-39, F, 2006, 22
GC, Widowed, 35-39, M, 2006, 12
GC, Widowed, 40-44, F, 2006, 24
GC, Widowed, 40-44, M, 2006, 10
GC, Widowed, 45-49, F, 2006, 50
GC, Widowed, 45-49, M, 2006, 23
GC, Widowed, 5-9, F, 2006, 0
GC, Widowed, 5-9, M, 2006, 0
GC, Widowed, 50-54, F, 2006, 72
GC, Widowed, 50-54, M, 2006, 26
GC, Widowed, 55-59, F, 2006, 116
GC, Widowed, 55-59, M, 2006, 38
GC, Widowed, 60-64, F, 2006, 166
GC, Widowed, 60-64, M, 2006, 53
GC, Widowed, 65-69, F, 2006, 184
GC, Widowed, 65-69, M, 2006, 60
GC, Widowed, 70-74, F, 2006, 270
GC, Widowed, 70-74, M, 2006, 71
GC, Widowed, 75-79, F, 2006, 307
GC, Widowed, 75-79, M, 2006, 58
GC, Widowed, 80-84, F, 2006, 279
GC, Widowed, 80-84, M, 2006, 69
GC, Widowed, 85-and-more, F, 2006, 310
GC, Widowed, 85-and-more, M, 2006, 66
LC, Divorced, 0-4, F, 2006, 0
LC, Divorced, 0-4, M, 2006, 0
LC, Divorced, 10-14, F, 2006, 0
LC, Divorced, 10-14, M, 2006, 0
LC, Divorced, 15-19, F, 2006, 0
LC, Divorced, 15-19, M, 2006, 1
LC, Divorced, 20-24, F, 2006, 3
LC, Divorced, 20-24, M, 2006, 3
LC, Divorced, 25-29, F, 2006, 10
LC, Divorced, 25-29, M, 2006, 14
LC, Divorced, 30-34, F, 2006, 30
LC, Divorced, 30-34, M, 2006, 14
LC, Divorced, 35-39, F, 2006, 64
LC, Divorced, 35-39, M, 2006, 51
LC, Divorced, 40-44, F, 2006, 88
LC, Divorced, 40-44, M, 2006, 79
LC, Divorced, 45-49, F, 2006, 85
LC, Divorced, 45-49, M, 2006, 80
LC, Divorced, 5-9, F, 2006, 0
LC, Divorced, 5-9, M, 2006, 0
LC, Divorced, 50-54, F, 2006, 83
LC, Divorced, 50-54, M, 2006, 77
LC, Divorced, 55-59, F, 2006, 40
LC, Divorced, 55-59, M, 2006, 48
LC, Divorced, 60-64, F, 2006, 27
LC, Divorced, 60-64, M, 2006, 26
LC, Divorced, 65-69, F, 2006, 18
LC, Divorced, 65-69, M, 2006, 17
LC, Divorced, 70-74, F, 2006, 7
LC, Divorced, 70-74, M, 2006, 3
LC, Divorced, 75-79, F, 2006, 2
LC, Divorced, 75-79, M, 2006, 2
LC, Divorced, 80-84, F, 2006, 0
LC, Divorced, 80-84, M, 2006, 0
LC, Divorced, 85-and-more, F, 2006, 0
LC, Divorced, 85-and-more, M, 2006, 1
LC, Married, 0-4, F, 2006, 0
LC, Married, 0-4, M, 2006, 0
LC, Married, 10-14, F, 2006, 0
LC, Married, 10-14, M, 2006, 0
LC, Married, 15-19, F, 2006, 11
LC, Married, 15-19, M, 2006, 7
LC, Married, 20-24, F, 2006, 106
LC, Married, 20-24, M, 2006, 79
LC, Married, 25-29, F, 2006, 388
LC, Married, 25-29, M, 2006, 346
LC, Married, 30-34, F, 2006, 721
LC, Married, 30-34, M, 2006, 684
LC, Married, 35-39, F, 2006, 824
LC, Married, 35-39, M, 2006, 846
LC, Married, 40-44, F, 2006, 1014
LC, Married, 40-44, M, 2006, 977
LC, Married, 45-49, F, 2006, 934
LC, Married, 45-49, M, 2006, 972
LC, Married, 5-9, F, 2006, 0
LC, Married, 5-9, M, 2006, 0
LC, Married, 50-54, F, 2006, 895
LC, Married, 50-54, M, 2006, 938
LC, Married, 55-59, F, 2006, 844
LC, Married, 55-59, M, 2006, 883
LC, Married, 60-64, F, 2006, 747
LC, Married, 60-64, M, 2006, 711
LC, Married, 65-69, F, 2006, 618
LC, Married, 65-69, M, 2006, 660
LC, Married, 70-74, F, 2006, 454
LC, Married, 70-74, M, 2006, 510
LC, Married, 75-79, F, 2006, 229
LC, Married, 75-79, M, 2006, 359
LC, Married, 80-84, F, 2006, 102
LC, Married, 80-84, M, 2006, 164
LC, Married, 85-and-more, F, 2006, 32
LC, Married, 85-and-more, M, 2006, 63
LC, Separated, 0-4, F, 2006, 0
LC, Separated, 0-4, M, 2006, 0
LC, Separated, 10-14, F, 2006, 0
LC, Separated, 10-14, M, 2006, 0
LC, Separated, 15-19, F, 2006, 1
LC, Separated, 15-19, M, 2006, 0
LC, Separated, 20-24, F, 2006, 7
LC, Separated, 20-24, M, 2006, 3
LC, Separated, 25-29, F, 2006, 26
LC, Separated, 25-29, M, 2006, 14
LC, Separated, 30-34, F, 2006, 78
LC, Separated, 30-34, M, 2006, 26
LC, Separated, 35-39, F, 2006, 127
LC, Separated, 35-39, M, 2006, 76
LC, Separated, 40-44, F, 2006, 189
LC, Separated, 40-44, M, 2006, 107
LC, Separated, 45-49, F, 2006, 176
LC, Separated, 45-49, M, 2006, 140
LC, Separated, 5-9, F, 2006, 0
LC, Separated, 5-9, M, 2006, 0
LC, Separated, 50-54, F, 2006, 189
LC, Separated, 50-54, M, 2006, 135
LC, Separated, 55-59, F, 2006, 163
LC, Separated, 55-59, M, 2006, 130
LC, Separated, 60-64, F, 2006, 93
LC, Separated, 60-64, M, 2006, 76
LC, Separated, 65-69, F, 2006, 48
LC, Separated, 65-69, M, 2006, 41
LC, Separated, 70-74, F, 2006, 16
LC, Separated, 70-74, M, 2006, 25
LC, Separated, 75-79, F, 2006, 8
LC, Separated, 75-79, M, 2006, 9
LC, Separated, 80-84, F, 2006, 2
LC, Separated, 80-84, M, 2006, 6
LC, Separated, 85-and-more, F, 2006, 1
LC, Separated, 85-and-more, M, 2006, 1
LC, Single, 0-4, F, 2006, 1574
LC, Single, 0-4, M, 2006, 1626
LC, Single, 10-14, F, 2006, 1513
LC, Single, 10-14, M, 2006, 1501
LC, Single, 15-19, F, 2006, 2209
LC, Single, 15-19, M, 2006, 1882
LC, Single, 20-24, F, 2006, 2829
LC, Single, 20-24, M, 2006, 2574
LC, Single, 25-29, F, 2006, 2060
LC, Single, 25-29, M, 2006, 2290
LC, Single, 30-34, F, 2006, 1094
LC, Single, 30-34, M, 2006, 1382
LC, Single, 35-39, F, 2006, 657
LC, Single, 35-39, M, 2006, 773
LC, Single, 40-44, F, 2006, 355
LC, Single, 40-44, M, 2006, 503
LC, Single, 45-49, F, 2006, 271
LC, Single, 45-49, M, 2006, 374
LC, Single, 5-9, F, 2006, 1548
LC, Single, 5-9, M, 2006, 1609
LC, Single, 50-54, F, 2006, 209
LC, Single, 50-54, M, 2006, 260
LC, Single, 55-59, F, 2006, 164
LC, Single, 55-59, M, 2006, 234
LC, Single, 60-64, F, 2006, 142
LC, Single, 60-64, M, 2006, 194
LC, Single, 65-69, F, 2006, 148
LC, Single, 65-69, M, 2006, 161
LC, Single, 70-74, F, 2006, 139
LC, Single, 70-74, M, 2006, 117
LC, Single, 75-79, F, 2006, 139
LC, Single, 75-79, M, 2006, 67
LC, Single, 80-84, F, 2006, 113
LC, Single, 80-84, M, 2006, 50
LC, Single, 85-and-more, F, 2006, 92
LC, Single, 85-and-more, M, 2006, 27
LC, Widowed, 0-4, F, 2006, 0
LC, Widowed, 0-4, M, 2006, 0
LC, Widowed, 10-14, F, 2006, 0
LC, Widowed, 10-14, M, 2006, 0
LC, Widowed, 15-19, F, 2006, 0
LC, Widowed, 15-19, M, 2006, 0
LC, Widowed, 20-24, F, 2006, 1
LC, Widowed, 20-24, M, 2006, 2
LC, Widowed, 25-29, F, 2006, 1
LC, Widowed, 25-29, M, 2006, 3
LC, Widowed, 30-34, F, 2006, 4
LC, Widowed, 30-34, M, 2006, 4
LC, Widowed, 35-39, F, 2006, 17
LC, Widowed, 35-39, M, 2006, 7
LC, Widowed, 40-44, F, 2006, 32
LC, Widowed, 40-44, M, 2006, 20
LC, Widowed, 45-49, F, 2006, 54
LC, Widowed, 45-49, M, 2006, 17
LC, Widowed, 5-9, F, 2006, 0
LC, Widowed, 5-9, M, 2006, 0
LC, Widowed, 50-54, F, 2006, 78
LC, Widowed, 50-54, M, 2006, 30
LC, Widowed, 55-59, F, 2006, 139
LC, Widowed, 55-59, M, 2006, 45
LC, Widowed, 60-64, F, 2006, 191
LC, Widowed, 60-64, M, 2006, 57
LC, Widowed, 65-69, F, 2006, 241
LC, Widowed, 65-69, M, 2006, 101
LC, Widowed, 70-74, F, 2006, 361
LC, Widowed, 70-74, M, 2006, 110
LC, Widowed, 75-79, F, 2006, 396
LC, Widowed, 75-79, M, 2006, 104
LC, Widowed, 80-84, F, 2006, 326
LC, Widowed, 80-84, M, 2006, 101
LC, Widowed, 85-and-more, F, 2006, 244
LC, Widowed, 85-and-more, M, 2006, 69
WC, Divorced, 0-4, F, 2006, 0
WC, Divorced, 0-4, M, 2006, 0
WC, Divorced, 10-14, F, 2006, 0
WC, Divorced, 10-14, M, 2006, 0
WC, Divorced, 15-19, F, 2006, 0
WC, Divorced, 15-19, M, 2006, 0
WC, Divorced, 20-24, F, 2006, 1
WC, Divorced, 20-24, M, 2006, 2
WC, Divorced, 25-29, F, 2006, 6
WC, Divorced, 25-29, M, 2006, 10
WC, Divorced, 30-34, F, 2006, 17
WC, Divorced, 30-34, M, 2006, 15
WC, Divorced, 35-39, F, 2006, 52
WC, Divorced, 35-39, M, 2006, 56
WC, Divorced, 40-44, F, 2006, 92
WC, Divorced, 40-44, M, 2006, 57
WC, Divorced, 45-49, F, 2006, 82
WC, Divorced, 45-49, M, 2006, 53
WC, Divorced, 5-9, F, 2006, 0
WC, Divorced, 5-9, M, 2006, 0
WC, Divorced, 50-54, F, 2006, 63
WC, Divorced, 50-54, M, 2006, 65
WC, Divorced, 55-59, F, 2006, 41
WC, Divorced, 55-59, M, 2006, 52
WC, Divorced, 60-64, F, 2006, 18
WC, Divorced, 60-64, M, 2006, 18
WC, Divorced, 65-69, F, 2006, 14
WC, Divorced, 65-69, M, 2006, 26
WC, Divorced, 70-74, F, 2006, 11
WC, Divorced, 70-74, M, 2006, 10
WC, Divorced, 75-79, F, 2006, 0
WC, Divorced, 75-79, M, 2006, 0
WC, Divorced, 80-84, F, 2006, 3
WC, Divorced, 80-84, M, 2006, 1
WC, Divorced, 85-and-more, F, 2006, 2
WC, Divorced, 85-and-more, M, 2006, 0
WC, Married, 0-4, F, 2006, 0
WC, Married, 0-4, M, 2006, 0
WC, Married, 10-14, F, 2006, 0
WC, Married, 10-14, M, 2006, 0
WC, Married, 15-19, F, 2006, 6
WC, Married, 15-19, M, 2006, 10
WC, Married, 20-24, F, 2006, 75
WC, Married, 20-24, M, 2006, 53
WC, Married, 25-29, F, 2006, 449
WC, Married, 25-29, M, 2006, 259
WC, Married, 30-34, F, 2006, 751
WC, Married, 30-34, M, 2006, 659
WC, Married, 35-39, F, 2006, 908
WC, Married, 35-39, M, 2006, 910
WC, Married, 40-44, F, 2006, 973
WC, Married, 40-44, M, 2006, 1008
WC, Married, 45-49, F, 2006, 925
WC, Married, 45-49, M, 2006, 904
WC, Married, 5-9, F, 2006, 0
WC, Married, 5-9, M, 2006, 0
WC, Married, 50-54, F, 2006, 860
WC, Married, 50-54, M, 2006, 893
WC, Married, 55-59, F, 2006, 792
WC, Married, 55-59, M, 2006, 811
WC, Married, 60-64, F, 2006, 705
WC, Married, 60-64, M, 2006, 732
WC, Married, 65-69, F, 2006, 535
WC, Married, 65-69, M, 2006, 612
WC, Married, 70-74, F, 2006, 381
WC, Married, 70-74, M, 2006, 440
WC, Married, 75-79, F, 2006, 202
WC, Married, 75-79, M, 2006, 250
WC, Married, 80-84, F, 2006, 92
WC, Married, 80-84, M, 2006, 141
WC, Married, 85-and-more, F, 2006, 29
WC, Married, 85-and-more, M, 2006, 60
WC, Separated, 0-4, F, 2006, 0
WC, Separated, 0-4, M, 2006, 0
WC, Separated, 10-14, F, 2006, 0
WC, Separated, 10-14, M, 2006, 0
WC, Separated, 15-19, F, 2006, 4
WC, Separated, 15-19, M, 2006, 1
WC, Separated, 20-24, F, 2006, 14
WC, Separated, 20-24, M, 2006, 3
WC, Separated, 25-29, F, 2006, 25
WC, Separated, 25-29, M, 2006, 3
WC, Separated, 30-34, F, 2006, 78
WC, Separated, 30-34, M, 2006, 35
WC, Separated, 35-39, F, 2006, 109
WC, Separated, 35-39, M, 2006, 61
WC, Separated, 40-44, F, 2006, 168
WC, Separated, 40-44, M, 2006, 83
WC, Separated, 45-49, F, 2006, 160
WC, Separated, 45-49, M, 2006, 100
WC, Separated, 5-9, F, 2006, 0
WC, Separated, 5-9, M, 2006, 0
WC, Separated, 50-54, F, 2006, 111
WC, Separated, 50-54, M, 2006, 117
WC, Separated, 55-59, F, 2006, 105
WC, Separated, 55-59, M, 2006, 88
WC, Separated, 60-64, F, 2006, 61
WC, Separated, 60-64, M, 2006, 44
WC, Separated, 65-69, F, 2006, 31
WC, Separated, 65-69, M, 2006, 35
WC, Separated, 70-74, F, 2006, 20
WC, Separated, 70-74, M, 2006, 21
WC, Separated, 75-79, F, 2006, 8
WC, Separated, 75-79, M, 2006, 12
WC, Separated, 80-84, F, 2006, 2
WC, Separated, 80-84, M, 2006, 3
WC, Separated, 85-and-more, F, 2006, 1
WC, Separated, 85-and-more, M, 2006, 1
WC, Single, 0-4, F, 2006, 1546
WC, Single, 0-4, M, 2006, 1632
WC, Single, 10-14, F, 2006, 1399
WC, Single, 10-14, M, 2006, 1363
WC, Single, 15-19, F, 2006, 1680
WC, Single, 15-19, M, 2006, 1639
WC, Single, 20-24, F, 2006, 2154
WC, Single, 20-24, M, 2006, 2135
WC, Single, 25-29, F, 2006, 1640
WC, Single, 25-29, M, 2006, 1860
WC, Single, 30-34, F, 2006, 830
WC, Single, 30-34, M, 2006, 1067
WC, Single, 35-39, F, 2006, 481
WC, Single, 35-39, M, 2006, 601
WC, Single, 40-44, F, 2006, 284
WC, Single, 40-44, M, 2006, 403
WC, Single, 45-49, F, 2006, 222
WC, Single, 45-49, M, 2006, 235
WC, Single, 5-9, F, 2006, 1337
WC, Single, 5-9, M, 2006, 1501
WC, Single, 50-54, F, 2006, 149
WC, Single, 50-54, M, 2006, 233
WC, Single, 55-59, F, 2006, 118
WC, Single, 55-59, M, 2006, 178
WC, Single, 60-64, F, 2006, 90
WC, Single, 60-64, M, 2006, 151
WC, Single, 65-69, F, 2006, 98
WC, Single, 65-69, M, 2006, 120
WC, Single, 70-74, F, 2006, 112
WC, Single, 70-74, M, 2006, 103
WC, Single, 75-79, F, 2006, 106
WC, Single, 75-79, M, 2006, 74
WC, Single, 80-84, F, 2006, 96
WC, Single, 80-84, M, 2006, 38
WC, Single, 85-and-more, F, 2006, 86
WC, Single, 85-and-more, M, 2006, 21
WC, Widowed, 0-4, F, 2006, 0
WC, Widowed, 0-4, M, 2006, 0
WC, Widowed, 10-14, F, 2006, 0
WC, Widowed, 10-14, M, 2006, 0
WC, Widowed, 15-19, F, 2006, 0
WC, Widowed, 15-19, M, 2006, 0
WC, Widowed, 20-24, F, 2006, 1
WC, Widowed, 20-24, M, 2006, 6
WC, Widowed, 25-29, F, 2006, 5
WC, Widowed, 25-29, M, 2006, 6
WC, Widowed, 30-34, F, 2006, 10
WC, Widowed, 30-34, M, 2006, 11
WC, Widowed, 35-39, F, 2006, 16
WC, Widowed, 35-39, M, 2006, 11
WC, Widowed, 40-44, F, 2006, 16
WC, Widowed, 40-44, M, 2006, 14
WC, Widowed, 45-49, F, 2006, 36
WC, Widowed, 45-49, M, 2006, 24
WC, Widowed, 5-9, F, 2006, 0
WC, Widowed, 5-9, M, 2006, 0
WC, Widowed, 50-54, F, 2006, 46
WC, Widowed, 50-54, M, 2006, 26
WC, Widowed, 55-59, F, 2006, 84
WC, Widowed, 55-59, M, 2006, 35
WC, Widowed, 60-64, F, 2006, 136
WC, Widowed, 60-64, M, 2006, 55
WC, Widowed, 65-69, F, 2006, 249
WC, Widowed, 65-69, M, 2006, 57
WC, Widowed, 70-74, F, 2006, 280
WC, Widowed, 70-74, M, 2006, 92
WC, Widowed, 75-79, F, 2006, 301
WC, Widowed, 75-79, M, 2006, 87
WC, Widowed, 80-84, F, 2006, 298
WC, Widowed, 80-84, M, 2006, 80
WC, Widowed, 85-and-more, F, 2006, 238
WC, Widowed, 85-and-more, M, 2006, 50
